Test: [120/331]	Time 0.068 (0.079)	Loss 0.0054 (0.0020)	Prec@1 98.438 (99.574)	
Test: [130/331]	Time 0.079 (0.078)	Loss 0.0004 (0.0019)	Prec@1 100.000 (99.594)	
Test: [140/331]	Time 0.070 (0.078)	Loss 0.0000 (0.0018)	Prec@1 100.000 (99.623)	
Test: [150/331]	Time 0.072 (0.077)	Loss 0.0000 (0.0016)	Prec@1 100.000 (99.648)	
Test: [160/331]	Time 0.072 (0.077)	Loss 0.0000 (0.0015)	Prec@1 100.000 (99.670)	
Test: [170/331]	Time 0.067 (0.076)	Loss 0.0000 (0.0015)	Prec@1 100.000 (99.689)	
Test: [180/331]	Time 0.068 (0.076)	Loss 0.0002 (0.0014)	Prec@1 100.000 (99.706)	
Test: [190/331]	Time 0.072 (0.076)	Loss 0.0000 (0.0013)	Prec@1 100.000 (99.722)	
Test: [200/331]	Time 0.070 (0.075)	Loss 0.0000 (0.0013)	Prec@1 100.000 (99.736)	
Test: [210/331]	Time 0.218 (0.076)	Loss 0.0000 (0.0012)	Prec@1 100.000 (99.741)	
Test: [220/331]	Time 0.070 (0.076)	Loss 0.0000 (0.0012)	Prec@1 100.000 (99.753)	
Test: [230/331]	Time 0.068 (0.075)	Loss 0.0001 (0.0012)	Prec@1 100.000 (99.743)	
Test: [240/331]	Time 0.072 (0.075)	Loss 0.0002 (0.0012)	Prec@1 100.000 (99.754)	
Test: [250/331]	Time 0.070 (0.075)	Loss 0.0000 (0.0011)	Prec@1 100.000 (99.763)	
Test: [260/331]	Time 0.068 (0.075)	Loss 0.0000 (0.0011)	Prec@1 100.000 (99.773)	
Test: [270/331]	Time 0.076 (0.075)	Loss 0.0045 (0.0011)	Prec@1 96.875 (99.764)	
Test: [280/331]	Time 0.072 (0.075)	Loss 0.0008 (0.0015)	Prec@1 100.000 (99.633)	
Test: [290/331]	Time 0.072 (0.075)	Loss 0.2858 (0.0076)	Prec@1 46.875 (98.502)	
Test: [300/331]	Time 0.078 (0.075)	Loss 0.8321 (0.0148)	Prec@1 10.938 (97.145)	
Test: [310/331]	Time 0.072 (0.075)	Loss 0.0007 (0.0154)	Prec@1 100.000 (97.031)	
Test: [320/331]	Time 0.074 (0.075)	Loss 0.0002 (0.0150)	Prec@1 100.000 (97.104)	
Test: [330/331]	Time 0.027 (0.074)	Loss 0.0045 (0.0147)	Prec@1 100.000 (97.132)	
Test: [0/331]	Time 0.678 (0.678)	Loss 0.0005 (0.0005)	Prec@1 100.000 (100.000)	
Test: [10/331]	Time 0.074 (0.132)	Loss 0.0000 (0.0003)	Prec@1 100.000 (100.000)	
Test: [20/331]	Time 0.072 (0.105)	Loss 0.0001 (0.0002)	Prec@1 100.000 (100.000)	
Test: [30/331]	Time 0.072 (0.094)	Loss 0.0003 (0.0003)	Prec@1 100.000 (100.000)	
Test: [40/331]	Time 0.074 (0.089)	Loss 0.0002 (0.0003)	Prec@1 100.000 (100.000)	
Test: [50/331]	Time 0.070 (0.085)	Loss 0.0000 (0.0003)	Prec@1 100.000 (100.000)	
Test: [60/331]	Time 0.066 (0.083)	Loss 0.0006 (0.0003)	Prec@1 100.000 (100.000)	
Test: [70/331]	Time 0.070 (0.082)	Loss 0.0011 (0.0005)	Prec@1 100.000 (99.956)	
Test: [80/331]	Time 0.072 (0.081)	Loss 0.0001 (0.0006)	Prec@1 100.000 (99.923)	
Test: [90/331]	Time 0.065 (0.079)	Loss 0.0001 (0.0007)	Prec@1 100.000 (99.897)	
Test: [100/331]	Time 0.068 (0.079)	Loss 0.0006 (0.0010)	Prec@1 100.000 (99.876)	
Test: [110/331]	Time 0.072 (0.078)	Loss 0.0000 (0.0009)	Prec@1 100.000 (99.873)	
Test: [120/331]	Time 0.070 (0.077)	Loss 0.0070 (0.0009)	Prec@1 96.875 (99.858)	
Test: [130/331]	Time 0.068 (0.077)	Loss 0.0005 (0.0009)	Prec@1 100.000 (99.869)	
Test: [140/331]	Time 0.068 (0.076)	Loss 0.0001 (0.0009)	Prec@1 100.000 (99.878)	
Test: [150/331]	Time 0.072 (0.076)	Loss 0.0000 (0.0008)	Prec@1 100.000 (99.886)	
Test: [160/331]	Time 0.065 (0.075)	Loss 0.0000 (0.0008)	Prec@1 100.000 (99.893)	
Test: [170/331]	Time 0.068 (0.075)	Loss 0.0001 (0.0007)	Prec@1 100.000 (99.890)	
Test: [180/331]	Time 0.074 (0.075)	Loss 0.0002 (0.0007)	Prec@1 100.000 (99.896)	
Test: [190/331]	Time 0.068 (0.074)	Loss 0.0001 (0.0007)	Prec@1 100.000 (99.902)	
Test: [200/331]	Time 0.068 (0.074)	Loss 0.0002 (0.0007)	Prec@1 100.000 (99.907)	
Test: [210/331]	Time 0.074 (0.074)	Loss 0.0000 (0.0008)	Prec@1 100.000 (99.867)	
Test: [220/331]	Time 0.068 (0.074)	Loss 0.0000 (0.0010)	Prec@1 100.000 (99.830)	
Test: [230/331]	Time 0.068 (0.074)	Loss 0.0032 (0.0011)	Prec@1 100.000 (99.817)	
Test: [240/331]	Time 0.067 (0.073)	Loss 0.0007 (0.0011)	Prec@1 100.000 (99.818)	
Test: [250/331]	Time 0.068 (0.073)	Loss 0.0000 (0.0010)	Prec@1 100.000 (99.826)	
Test: [260/331]	Time 0.072 (0.073)	Loss 0.0024 (0.0010)	Prec@1 100.000 (99.826)	
Test: [270/331]	Time 0.078 (0.073)	Loss 0.1022 (0.0017)	Prec@1 79.688 (99.666)	
Test: [280/331]	Time 0.081 (0.073)	Loss 0.0169 (0.0043)	Prec@1 95.312 (99.333)	
Test: [290/331]	Time 0.078 (0.073)	Loss 0.0472 (0.0077)	Prec@1 92.188 (98.518)	
Test: [300/331]	Time 0.072 (0.073)	Loss 0.1935 (0.0090)	Prec@1 46.875 (98.131)	
Test: [310/331]	Time 0.072 (0.073)	Loss 0.0090 (0.0094)	Prec@1 96.875 (98.056)	
Test: [320/331]	Time 0.080 (0.073)	Loss 0.0042 (0.0104)	Prec@1 98.438 (97.810)	
Test: [330/331]	Time 0.027 (0.072)	Loss 0.0954 (0.0121)	Prec@1 55.556 (97.279)	
Test: [0/331]	Time 0.642 (0.642)	Loss 0.0002 (0.0002)	Prec@1 100.000 (100.000)	
Test: [10/331]	Time 0.072 (0.132)	Loss 0.0001 (0.0001)	Prec@1 100.000 (100.000)	
Test: [20/331]	Time 0.079 (0.104)	Loss 0.0002 (0.0006)	Prec@1 100.000 (99.851)	
Test: [30/331]	Time 0.083 (0.095)	Loss 0.0005 (0.0004)	Prec@1 100.000 (99.899)	
Test: [40/331]	Time 0.072 (0.090)	Loss 0.0001 (0.0004)	Prec@1 100.000 (99.924)	
Test: [50/331]	Time 0.072 (0.091)	Loss 0.0000 (0.0004)	Prec@1 100.000 (99.939)	
Test: [60/331]	Time 0.061 (0.087)	Loss 0.0000 (0.0003)	Prec@1 100.000 (99.949)	
Test: [70/331]	Time 0.072 (0.085)	Loss 0.0002 (0.0005)	Prec@1 100.000 (99.934)	
Test: [80/331]	Time 0.072 (0.083)	Loss 0.0001 (0.0006)	Prec@1 100.000 (99.923)	
Test: [90/331]	Time 0.068 (0.082)	Loss 0.0003 (0.0006)	Prec@1 100.000 (99.914)	
Test: [100/331]	Time 0.068 (0.081)	Loss 0.0002 (0.0006)	Prec@1 100.000 (99.907)	
Test: [110/331]	Time 0.072 (0.080)	Loss 0.0002 (0.0006)	Prec@1 100.000 (99.901)	
Test: [120/331]	Time 0.072 (0.079)	Loss 0.0071 (0.0006)	Prec@1 98.438 (99.897)	
Test: [130/331]	Time 0.068 (0.078)	Loss 0.0001 (0.0006)	Prec@1 100.000 (99.905)	
Test: [140/331]	Time 0.072 (0.078)	Loss 0.0001 (0.0006)	Prec@1 100.000 (99.911)	
Test: [150/331]	Time 0.070 (0.077)	Loss 0.0000 (0.0005)	Prec@1 100.000 (99.917)	
Test: [160/331]	Time 0.070 (0.077)	Loss 0.0000 (0.0005)	Prec@1 100.000 (99.922)	
Test: [170/331]	Time 0.074 (0.077)	Loss 0.0000 (0.0005)	Prec@1 100.000 (99.909)	
Test: [180/331]	Time 0.068 (0.076)	Loss 0.0000 (0.0005)	Prec@1 100.000 (99.914)	
Test: [190/331]	Time 0.076 (0.076)	Loss 0.0000 (0.0005)	Prec@1 100.000 (99.918)	
